Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps
Ayam Koloke,"250 gr ayam fillet, potong-potong--2 sdm tepung bumbu serbaguna (larutkan dgn 75 ml air)--Pelapis:--4 sdm tepung terigu--1 sdm maizena--Bahan Saus--1 sdm butter / margarin--2 siung bawang putih, cincang halus--1 siung bawang bombai uk. Kecil (iris halus)--1/2 bh wortel (potong korek api)--1/2 bh timun (buang biji dan iris korek api)--1 btg daun bawang (potong2)--2 bh cabe merah (iris serong)--3 bh cabe rawit (iris serong)--3 sdm saus tomat--1 sdm saus tiram--1 sdt minyak wijen--1 sdt air lemon / jeruk nipis / cuka masak--250 ml air--Garam, lada, gula--1 sdt maizena (larutlan dgn 1 sdm air)--","1) Marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk & disisihkan.
2) Siapkan bahan pelapis. Ambil potongan ayam & balur ke dalam bahan pelapis. Goreng dalam minyak panas sampai matang. Lakukan sampai habis.
3) Bahan saus: lelehkan butter, tumis duo bawang sampai harum. Masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. Masukkan duo cabe, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. Masukkan larutan maizena, aduk sampai mengental. Terakhir masukkan daun bawang, matikan api supaya sayuran tidak over cook.",3,https://cookpad.com/id/resep/4472309-ayam-koloke,ayam,ayam koloke,21,"ayam fillet , potong potong , tepung bumbu larutkan dgn air , tepung terigu , maizena , saus , butter margarin , bawang putih , cincang halus , bawang bombai halus , wortel potong korek api , timun buang biji korek api , btg daun bawang potong , cabe merah serong , cabe rawit serong , saus tomat , saus tiram , minyak wijen , air lemon jeruk nipis cuka masak , air , garam , lada , gula , maizena larutlan dgn air",3
Mie tulang ayam,1/4 kg tulang ayam--1 bungkus kecil mie burung dara--5 siung bawang putih--3 siung bawang merah--7 cabe rawit--1 tangkai daun bawang--2 tangkai seledri--1 1/2 sdm merica bubuk--2 sdm saos cabe--3 sdm kecap manis--secukupnya Gula dan garam--Minyak untuk menumis--,"1) Cuci bersih lalu rebus tulang ayam kurleb 10 menit. Lalu tiriskan
2) Rebus mie sampai setengah matang. Lalu tiriskan
3) Haluskan bawang merah, bawang putih dan cabe rawit
4) Tumis sampai harum bumbu halus dengan irisan seledri dan daun bawang. Lalu tambahkan merica bubuk, gula dan garam.
5) Masukkan tulang ayam, tunggu sampai bumbu meresap.
6) Masukkan mie, saos dan kecap. Lalu tumis sampai bumbu tercampur. Tambahkan gula dan garam jika diperlukan.
7) Mie tulang ayam siap dihidangkan.",1,https://cookpad.com/id/resep/4472258-mie-tulang-ayam,ayam,mie tulang ayam,12,"tulang ayam , mie burung dara , bawang putih , bawang merah , cabe rawit , tangkai daun bawang , tangkai seledri , merica bubuk , saos cabe , kecap manis , gula garam , minyak menumis",7
Ayam Suir Bali (bemesere bali),1/2 kg dada ayam (rebus dahulu)--50 ml minyak goreng--Bumbu :--1/4 kg cabai merah--1/2 buah tomat--5 buah Cabe rawit--secukupnya Garam--secukupnya Gula jawa--1 sdt terasi bakar--1/2 perasan jeruk limo--3 buah daun jeruk purut--,"1) Rebus ayam terlebih dahulu. Lalu, di suwir-suwir. (saya rebus karna kalau goreng, ayamny akan terasa keras dan kering)
2) Ulek halus bumbu, lalu icip2 rasa agar pas
3) Siapkan wajan, masukkan minyak goreng. Tunggu sampai panas, tuangkan bumbu
4) Stelah stengah matang, lalu masukan ayam yang sudah disuir.
5) Tunggu sampai agak meresap bumbuny. Masukkan perasan limo dan daun jeruk
6) Makanan siap dihidangkan. Simple dan enak",0,https://cookpad.com/id/resep/4472532-ayam-suir-bali-bemesere-bali,ayam,ayam suir bali ( bemesere bali ),11,"dada ayam rebus , minyak goreng , bumbu , cabai merah , tomat , cabe rawit , garam , gula jawa , terasi bakar , perasan jeruk limo , daun jeruk",6
Pindang ayam jadul,1/2 kg ayam--5 btr bawang merah iris halus--10 buah cabe rawit iris halus--2 cm jahe iris halus--1 cm lengkuas iris halus--1/2 sdt kunyit halus--1 sdt asam jawa--1 sdt terasi bangka panggang--1 bh tomat potong 4--Secukupnya daun kemangi (me:gak ada)--,"1) Tumis semua bumbu kecuali tomat dengan 2 sdm minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis
2) Selamat mencoba
Semoga bermanfaat untuk semua",0,https://cookpad.com/id/resep/4472100-pindang-ayam-jadul,ayam,pindang ayam jadul,10,"ayam , bawang merah halus , cabe rawit halus , jahe , lengkuas , kunyit , asam jawa , terasi bangka panggang , tomat potong , daun kemangi me",2
Ayam Kacang Panjang Saos Hoisin,"Bahan Daging--1 lembar paha atas/dada ayam--1 sdm kecap asin, arak beras, tapioka--Bahan saos--1 ikat Kacang panjang--2 siung baput cincang halus--3 cm jahe cincang halus--1 sdm saos hoisin--1 sdt kecap asin--0.5 sdt micin--100 ml air--Larutan tapioka--","1) Marinade daging dengan bahannya 30mnt.
2) Sebelum di tumis beri 1sdm minyak di daging ayam, aduk rata, lalu tumis agar tidak lengket di wajan. Matang, lalu angkat.
3) Tumis jahe 10detik, masukkan baput lalu tumis sampai wangi.
4) Masukkan kacang panjang, tumis sebentar lalu masukkan air, saos hoisin, kecap asin, micin. Tutup wajan, kecil kan api.
5) Tunggu 1-2menit, buka tinder tutup wajan, aduk sebentar lalu tutup lg 1-2menit.
6) Masukkan daging, aduk rata.
7) Masukan larutan tapioka agar saos mengental. Aduk rata lalu sajikan",2,https://cookpad.com/id/resep/4472201-ayam-kacang-panjang-saos-hoisin,ayam,ayam kacang panjang saos hoisin,12,"daging , paha atas dada ayam , kecap asin , arak beras , tapioka , saos , kacang panjang , bawang putih cincang halus , jahe , saos hoisin , kecap asin , micin , air , larutan tapioka",7
Tongseng ayam,"500 g daging ayam (potong2)--1250 CC santan dr 1 butir kelapa (pisahkan bagian yg kental)--3 lembar daun jeruk--3 lembar daun salam--1 ruas lengkuas (geprek)--1 batang serai (geprek)--20 buah cabe rawit hijau--1 batang daun bawang (potong serong)--1 buah tomat (potong2)--3 sdm kecap manis--1 buah kentang ukuran sedang (potong2)--Secukupnya kol (iris2 tebal)--Secukupnya garam,kaldu bubuk, gula pasir (sesuai selera masing2)--Bawang goreng untuk taburan--Secukupnya minyak untuk menumis--Bumbu halus ;--8 siung bawang merah--4 siung bawang putih--1 ruas jahe--1/2 ruas kunyit--1 sdt ketumbar--1/2 sdt merica--3 butir kemiri sangrai--3 buah cabai merah besar--","1) Siapkan semua bahannya.. panaskan minyak, masukkan bumbu halus.. masak hingga keluar aroma wangi,masukkan daun salam, daun jeruk, serai dan lengkuas.. kemudian masukkan potongan daging ayamnya.
2) Tuangkan santan encer, tunggu hingga daging ayam setengah matang.
3) Masukkan kentang, garam, gula, kaldu bubuk, dan kecap.
4) Masak hingga matang... Masukkan potongan kol dan juga cabai hijau.. lalu d susul dgn memasukkan santan kental, aduk2.. jgn sampai pecah santannya, tes rasa..
5) Setelah mendidih matikan api, masukkan potongan daun bawang dan tomat, lalu beri taburan bawang goreng.",1,https://cookpad.com/id/resep/4471980-tongseng-ayam,ayam,tongseng ayam,24,"daging ayam potong , santan kelapa pisahkan kental , daun jeruk , daun salam , lengkuas , serai geprek , cabe rawit hijau , batang daun bawang potong serong , tomat potong , kecap manis , kentang potong , kol tebal , garam , kaldu bubuk , gula pasir , bawang goreng taburan , minyak menumis , bumbu halus , bawang merah , bawang putih , jahe , kunyit , ketumbar , merica , kemiri , cabai merah",5
Ayam penyet sambel kemangi,400 gr dada ayam--1 ikat daun kemangi--1 buah timun uk sedang--1 bungkus bumbu racik tempe--bahan sambel--10 buah cabe merah--10 buah cabe rawit--3 siung bamer--2 siung baput--gula--garam--1/2 buah tomat merah--secukupnya terasi--secukupnya minyak utk menggoreng--air utk mengungkep ayam--,"1) Potong ayam sesuai selera,cuxi bersih lalu ungkep dengan sesikit air dan campur dengan bumbu racik tempe,matang angkat
2) Panas kan minyak lalu goreng ayam hingga matang kecoklatan
3) Goreng sebentar semua bahan sambel nya,,uleg jadi satu tambahkan garam gula...tes rasa...kalo sudah oke..masukkan beberapa lmbar daun kemangi..giling agak kasar aja
4) Geprek ayam di atas ulek an,,susun di piring lalu letakkan sambel di atas ayam..susun irisan timun,dan juga kemangi. siap di santap dwngan nasi panas",0,https://cookpad.com/id/resep/4472141-ayam-penyet-sambel-kemangi,ayam,ayam penyet sambel kemangi,15,"dada ayam , daun kemangi , timun , bumbu racik tempe , sambel , cabe merah , cabe rawit , bamer , bawang putih , gula , garam , tomat merah , terasi , minyak utk , air utk mengungkep ayam",4
Nugget Ayam Wortel,250 gram daging ayam giling--1 buah wortel ukuran sedang--1/2 buah bawang bombay--2-3 siung bawang putih--3 batang daun bawang--2 butir telur ayam--100 gram tepung terigu (kurang lebih)--secukupnya Tepung roti--secukupnya Garam--secukupnya Lada--secukupnya Penyedap rasa ayam--Minyak goreng--,"1) Potong-potong bawang bombay dan bawang putih. Tumis dengan sedikit minyak hingga harum. Angkat
2) Campurkan tumisan bawang dengan daging ayam giling dengan menggunakan blender atau food processor. Campur hingga bawang halus & tercampur rata. Tuang pada wadah yg telah disediakan untuk dicampur dengan bahan lain
3) Potong wortel jadi bagian yg kecil. Masukkan pada campuran daging giling sebelumnya
4) Potong daun bawang jadi bagian yg kecil. Masukkan pada adonan. Campur hingga rata
5) Masukkan 1 butir telur ayam. Campurkan
6) Masukkan tepung terigu perlahan-lahan dan campur hingga rata. Masukkan garam,lada dan penyedap rasa secukupnya.
7) Panaskan kukusan
8) Letakkan adonan pada cetakan yg telah disediakan. Masukkan pada kukusan yg telah dipanaskan sebelumnya. Tutup kukusan diberi kain agar air tidak menetes diadonan. Kukus kurang lebih 25-30 menit
9) Angkat adonan yg sudah matang dari kukusan. Biarkan agar sedikit dingin.
10) Setelah dingin potong-potong sesuai ukuran yg diinginkan.
11) Kocok lepas 1 butir telur ayam. Celupkan adonan nugget yg telah dipotong tadi kedalam telur. Kemudian gulingkan di tepung roti.
12) Ulangi langkah 11 hingga adonan nugget habis
13) Dinginkan pada freezer kurang lebih 1 jam agar tepung roti menempel dengan sempurna
14) Goreng nugget dengan minyak panas. Nugget ayam wortel siap disajikan.
15) Nugget yg masuk ke dalam freezer dapat bertahan maksimal 3-4 minggu",4,https://cookpad.com/id/resep/4472084-nugget-ayam-wortel,ayam,nugget ayam wortel,12,"daging ayam giling , wortel , bawang bombai , bawang putih , batang daun bawang , telur ayam , tepung terigu , tepung roti , garam , lada , penyedap ayam , minyak goreng",15
Ayam goreng pedas gila ala Kfc,1/2 kg ayam--3 bungkus tepung bumbu uk 80 g yg pedas (aku pke sajiku)--Secukupnya air es--Minyak goreng--,"1) Potong"" ayam, lalu cuci sampai bersih.
2) Siapkan 2 mgkok. 1 untuk adonan tepung yang basah yg 1 nya lagi untuk tepung kering.
3) Tuangkan kira"" 2 sdm tepung bumbu lalu tambahkan secukupnya air es kocok pakai garpu sampai adonannya encer.
4) Celupkakan ayam ke dalam adonan basah lalu gulingkan ke dalam tepung kering sambil di remas"" hingga terbentuk kulit tepung yang keriting. Ulangi sampai selesai
5) Panaskan minyak, lalu goreng sampai kecoklatan. Angkat, tiriskan.
6) Ayam goreng siap untuk dinikmati.
7) NB: kalau gk suka terlalu pedas tepung bumbunya bisa di mix sama yang original ya jd yg pedas bisa pke 1 bungkus aj yg 2 bungkus yg original.",2,https://cookpad.com/id/resep/4471847-ayam-goreng-pedas-gila-ala-kfc,ayam,ayam goreng pedas gila ala kfc,4,"ayam , tepung bumbu pedas pke sajiku , air es , minyak goreng",7
Chicken Teriyaki,"500 gr Daging ayam iris memanjang--1 bh Bawang bombay, iris memanjang--1/2 sdt Gula--1/4 sdt Garan--150 ml Air--Minyak untuk menumis--Bumbu perendam :--3 sdm Saus teriyaki--2 sdm Saus tiram--1 sdm Kecap manis--1 sdt Minyak wijen--3 siung bawang putih, haluskan--2 cm Jahe, haluskan--1/4 sdt Merica--1/2 sdt Kaldu bubuk--","1) Campur daging  ayam dengan bumbu perendam,gula dan garam,diamkan dikulkas 1-2jam agar bumbu meresap.
2) Panaskan minyak tumis daging sampai matang tuangi air,masukan bawang bombay,masak sampai air agak menyusut,kentalkan dengan larutan maizena.",1,https://cookpad.com/id/resep/4469586-chicken-teriyaki,ayam,chicken teriyaki,15,"daging ayam memanjang , bawang bombai , memanjang , gula , garan , air , minyak menumis , bumbu perendam , saus teriyaki , saus tiram , kecap manis , minyak wijen , bawang putih , haluskan , jahe , haluskan , merica , kaldu bubuk",2
Ayam Kecap Pedas Jeruk Limao,"1/2 kg ayam potong2--2 lbr daun salam--1 ruas jahe geprek--4 lbr daun jeruk, buang tulangnya--3 buah jeruk limao--Secukupnya air perasn jeruk nipis--Secukupnya garam, merica, gula pasir, kaldu bubuk--Secukupnya kecap manis--250 ml air--1 siung bawang Bombay, iris2--🌀 Bumbu Halus 🌀--3 siung bawang putih--5 siung bawang merah--10 buah cabe keriting merah--5 buah cabe rawit merah--","1) Cuci ayam, lalu lumuri dgn perasan air jeruk nipis & garam, diamkan sebentar -+ 10 mnt, lalu bilas sampai bersih
2) Goreng ayam sebentar, tidak usah sampai garing, sisihkan
3) Panaskan minyak, tumis bumbu halus, daun salam, daun jeruk, jahe, sampai harum
4) Masukkan bawang Bombay, masak sebentar
5) Tambahkan air, beri garam, merica, gula pasir, kecap, & masukkan ayam, aduk rata, koreksi rasa
6) Biarkan air surut & bumbu meresap, setelah matang, matikan api, beri perasan jeruk limao, aduk rata, sajikan
7) Enakk  pedes seger",46,https://cookpad.com/id/resep/4471776-ayam-kecap-pedas-jeruk-limao,ayam,ayam kecap pedas jeruk limao,15,"ayam potong , daun salam , jahe , daun jeruk , buang tulangnya , jeruk limao , air perasn jeruk nipis , garam , merica , gula pasir , kaldu bubuk , kecap manis , air , bawang bombai , bumbu halus , bawang putih , bawang merah , cabe keriting merah , cabe rawit merah",7
Resep Ayam Kecap Rumahan,1/2 Kg ayam--Bumbu yg di haluskan :--3 Bawang Putih--7 Bawang Merah--sesuai selera Cabe rawit dan cabe merah besar--2 cm Jahe--secukupnya Lada dan Pala--Lengkuas se jempol kaki😂--4 biji Kemiri--,"1) Rebus air sampai mendidih lalu masukan ayam dan ungkep sampai empuk
2) Haluskan semua bumbu
3) Panaskan minyak lalu tumis bumbu halus sampai wangi
4) Masukan daun salam 3 lembar dan sereh 2 di geprek
5) Setelah bumbu sudah matang masukkan 1 gelas air
6) Tambahkan garam,micin,royko,asem
7) Setelah di rasa sudah cukup masukan ayam
8) Kecilkan api biar bumbunya meresap.
9) Masak sampai bumbu menyusut (jadi agak kental gitu)
10) Lalu hidangkan",0,https://cookpad.com/id/resep/4472147-resep-ayam-kecap-rumahan,ayam,resep ayam kecap rumahan,9,"ayam , bumbu haluskan , bawang putih , bawang merah , cabe rawit cabe merah , jahe , lada pala , lengkuas , kemiri",10
Sop Ayam Garang Asam,1/2 ayam--3 serai--3 cm jahe--20 cabe rawit merah--8 bawang putih--4 bawang merah--2 tomat hijau--2 jeruk nipis (boleh lebih)--4 daun jeruk--secukupnya daun bawang--secukupnya garam--secukupnya penyedap--secukupnya air matang--,"1) Potong dan bersihkan ayam sesuai selera (kalo aku ku beri perasan jeruk nipis lalu diamkan dulu)
2) Bawang2an diiris kasar, serai dan jahe di geprek, cabe aku hanya iris 6pc sisanya aku biarkan utuh, tomat kupotong memanjang begitu juga daun bawang.
3) Panaskan minyak sedikit saja, masukkan bawang serai daun jeruk dan juga cabe diamkan hingga harum lalu masukkan air dan tunggu hingga mendidih. aetelah mendidih masukkan ayam
4) Tunggu ayam hingga setengah empuk bumbui dengan penyedap garam dan juga gula, masukkan perasan jeruk nipis dan tomat aduk hingga merata
5) Setelah koreksi rasa dan dirasa sudah pas dan ayam matang masukkan daun bawang. setelah itu selesai",2,https://cookpad.com/id/resep/4466395-sop-ayam-garang-asam,ayam,sop ayam garang asam,13,"ayam , serai , jahe , cabe rawit merah , bawang putih , bawang merah , tomat hijau , jeruk nipis , daun jeruk , daun bawang , garam , penyedap , air matang",5
Ayam goreng krutuk,tepung terigu--Air matang--ayam (yg sudah direbus sebelumnya)--Garam--Gula/penyedap--Lada bubuk--1 butir telur ayam--Minyak goreng--,"1) Campur tepung terigu(kurang lebih 1/2 mangkuk kecil) dengan garam,gula/penyedap dan garam secukupnya. Tambahkan air matang sedikit demi sedikit hingga agak mengental. Koreksi rasa
2) Balur ayam yg telah direbus sebelumnya dengan 1 butir telur (yg sudah dikocok lepas), kemudian gulingkan dalam adonan tepung, sisihkan
3) Panaskan minyak goreng dengan api sedang, jika sudah panas masukan ayam yg sudah diberi adonan tepung, kecilkan api lalu masak hingga berwarna kecoklatan dan garing, angkat dan tiriskan.
4) Selamat menikmati",4,https://cookpad.com/id/resep/927515-ayam-goreng-krutuk,ayam,ayam goreng krutuk,8,"tepung terigu , air matang , ayam direbus , garam , gula penyedap , lada , telur ayam , minyak goreng",4
Ayam panggang saos kecap,"Bumbu ayam panggang ;--1 kg ayam potong sesuai selera--3 siung bawang merah,ulek halus--3 siung bawang putih,ulek halus--Sedikit kunyit,dan garam,ulek halus--Untuk olesan ayam ;--Kecap manis,saus tomat,sedikit minyak,dicampur--Saos kecap/cocolan ;--sesuai selera Kecap manis--5 siung bawang merah,iris melintang agak tebal--3 siung bawang putih,ulek halus--5 buah cabe rawit,ulek halus--2 buah tomat potong sesuai selera--Jeruk nipis (skip)--Arang untuk memanggang ayam--","1) Cuci bersih ayam dan tiriskan,campur dibumbu yang sudah dihaluskan,aduk rata,diamkan selama 15 menit,lalu kukus selama 20 menit/ sampai mateng
2) Sementara menunggu ayam dikukus,siapkan pemanggangan arangnya dulu untuk memanggang ayam
3) Keluarkan ayam yang sudah dikukus dan siap dipanggang diatas pemanggangan arang
4) Panggang ayam sambil diolesi dengan olesan, campuran kecap manis,saos tomat dan minyak,bolak balik ayam agar tidak gosong sambil diolesi sampai matang,angkat dan taroh dipiring saji
5) Campurkan semua bahan saos kecap/ cocolan nya diwadah(mangkok),tambahkan kecap manis secukupnya,aduk agar tercampur rata,dan beri perasan jeruk nipis
6) Ayam panggang dan saos kecap sudah siap dihidangkan bersama nasi hangat dan irisan timun sebagai pelengkap",0,https://cookpad.com/id/resep/4471637-ayam-panggang-saos-kecap,ayam,ayam panggang saos kecap,15,"bumbu ayam panggang , ayam potong , bawang merah , ulek halus , bawang putih , ulek halus , kunyit , garam , ulek halus , olesan ayam , kecap manis , saus tomat , minyak , dicampur , saos kecap cocolan , kecap manis , bawang merah , melintang tebal , bawang putih , ulek halus , cabe rawit , ulek halus , tomat potong , jeruk nipis , arang memanggang ayam",6
Soto ayam kuah santan,"1/5 kg ayam (diungkep dulu,lalu digoreng)--2 bungkus santan kara--2 cm kunyit--1 cm jahe--secukupnya Lada--secukupnya Daun salam,lengkuas,daun jeruk dan sereh--5 siung bawang merah--5 siung bawang putih--Penyedap : gula,garam royko ayam--Bahan pelengkap:--iris Tomat--Daun bawang dan seledri--Bihun (rebus dulu)--Bawang goreng--Kol di potong tipis--Tahu goreng--Kerupuk--Bawang goreng--Jeruk nipis--Sambal (cabe rawit,bawang putih/merah di rebus dulu, diulek)--","1) Panaskan air rebus ayam hingga matang lalu tiriskan (air rebusan ayam bisa untuk kuah soto),lalu goreng ayam hingga matang
2) Haluskan bumbu bawang merah,putih,kunyit,jahe,lada,lengkuas sereh cukup digeprek dan tumis hingga matang
3) Masukan tumisan bumbu kedalam rebusan air,masukan daun salam,sereh dan daun jeruk
4) Berikan bumbu garam,gula penyedap rasa, daun bawang dan santan kara masak hingga matang
5) Sajikan soto selagi hangat bersama bihun dan pelengkap lainya",3,https://cookpad.com/id/resep/4471748-soto-ayam-kuah-santan,ayam,soto ayam kuah santan,20,"ayam diungkep , digoreng , santan kara , kunyit , jahe , lada , daun salam , lengkuas , daun jeruk serai , bawang merah , bawang putih , penyedap gula , garam royko ayam , pelengkap , tomat , daun bawang seledri , bihun rebus , bawang goreng , kol potong tipis , tahu goreng , kerupuk , bawang goreng , jeruk nipis , sambal cabe rawit , bawang putih merah rebus , diulek",5
